time, t, R, r, q, v, a, l, step
2019-08-10_22h-25m-14s,44002,202.248,1.01124,10013.855207031249,10013.962031250001,-0.10686084003641735,0.00843376822397113,200
2019-08-10_22h-33m-33s,44202,203.24400000000003,1.0162200000000001,10016.35430859375,10016.46208203125,-0.10770131425256842,0.008521980453282594,200
2019-08-10_22h-41m-50s,44402,202.09199999999998,1.01046,10018.651218750001,10018.74244140625,-0.0913009334586095,0.008448505237698554,200
2019-08-10_22h-50m-7s,44602,202.308,1.0115399999999999,10021.08355859375,10021.2449765625,-0.16142062596976756,0.008481124766170979,200
2019-08-10_22h-58m-27s,44802,201.61200000000002,1.0080600000000002,10023.56955078125,10023.732792968749,-0.16323669047653674,0.008420181222259997,200
2019-08-10_23h-6m-42s,45002,202.212,1.0110599999999998,10025.9170234375,10026.043398437501,-0.12637751690298318,0.008432647794485092,200
2019-08-10_23h-14m-58s,45202,201.39600000000002,1.00698,10028.100750000001,10028.254484375,-0.15374018287658692,0.008420504979789257,200
2019-08-10_23h-23m-11s,45402,201.948,1.00974,10030.3569453125,10030.4954375,-0.13851525530219078,0.008410487804561852,200
2019-08-10_23h-31m-26s,45602,200.34,1.0017,10032.447296875,10032.57375,-0.126492639452219,0.008416315928101539,200
2019-08-10_23h-39m-40s,45802,201.66000000000003,1.0083000000000002,10034.35526953125,10034.4655,-0.11022337464988233,0.00846335057169199,200
2019-08-10_23h-47m-59s,46002,202.152,1.0107599999999999,10036.27966015625,10036.398175781249,-0.11849216952919961,0.008407991025596858,200
2019-08-10_23h-56m-13s,46202,201.912,1.00956,10038.16336328125,10038.279535156249,-0.11618188748136163,0.008326460413634777,200
2019-08-11_0h-4m-33s,46402,202.12800000000001,1.01064,10040.01935546875,10040.14789453125,-0.12848341155145318,0.008422795675694943,200
2019-08-11_0h-12m-47s,46602,202.008,1.01004,10041.73304296875,10041.8536953125,-0.12064356291748117,0.008392465487122535,200
2019-08-11_0h-21m-13s,46802,202.32,1.0116,10043.478625,10043.5885625,-0.10994129554310347,0.008402613926678897,200
2019-08-11_0h-29m-33s,47002,203.00400000000002,1.01502,10045.22215625,10045.3244296875,-0.10235528776096181,0.008409597720950842,200
2019-08-11_0h-37m-49s,47202,200.484,1.00242,10046.82521484375,10046.95244921875,-0.12721648120158352,0.008444142330437897,200
2019-08-11_0h-46m-10s,47402,201.42000000000002,1.0071,10048.47234765625,10048.6009296875,-0.1285529273469001,0.00838787779584527,200
2019-08-11_0h-54m-29s,47602,202.95600000000002,1.01478,10049.8800703125,10049.97492578125,-0.09487675683040289,0.008401850000023841,200
2019-08-11_1h-2m-48s,47802,202.488,1.01244,10051.364507812501,10051.43822265625,-0.07373153281319537,0.008411134593188763,200
2019-08-11_1h-11m-7s,48002,201.85200000000003,1.0092600000000003,10052.79525390625,10052.900152343751,-0.10487233834742801,0.008400646649301052,200
2019-08-11_1h-19m-31s,48202,201.264,1.00632,10054.253566406249,10054.35362890625,-0.10008920503687113,0.008377514582127332,200
2019-08-11_1h-27m-52s,48402,202.416,1.01208,10055.67205859375,10055.76499609375,-0.0929297064775601,0.008401724599301814,200
2019-08-11_1h-36m-9s,48602,203.64000000000001,1.0182,10057.1743125,10057.3185546875,-0.14424098389106804,0.008406136110424995,200
2019-08-11_1h-44m-33s,48802,201.024,1.00512,10058.600910156249,10058.68974609375,-0.08879408272902947,0.008409857679158448,200
2019-08-11_1h-52m-57s,49002,202.32,1.0116,10059.855074218749,10059.9660546875,-0.11098937802657019,0.00843959516659379,200
2019-08-11_2h-1m-21s,49202,202.536,1.01268,10061.075343749999,10061.16929296875,-0.093976601489936,0.008417423788458108,200
2019-08-11_2h-9m-43s,49402,202.00799999999998,1.0100399999999998,10062.3721015625,10062.4933984375,-0.1213052816358395,0.008433659683912992,200
2019-08-11_2h-18m-6s,49602,203.52,1.0176,10063.750421875,10063.87595703125,-0.12552826180495322,0.008493920352309942,200
2019-08-11_2h-26m-30s,49802,203.00400000000002,1.01502,10064.97791796875,10065.048296875,-0.07032379902535467,0.008447556089609861,200
2019-08-11_2h-34m-54s,50002,202.27200000000002,1.01136,10066.2594765625,10066.371390625001,-0.11196412941761083,0.008491194866597652,200
2019-08-11_2h-43m-20s,50202,201.912,1.00956,10067.4553671875,10067.55691015625,-0.10157743147772272,0.008462601114064456,200
2019-08-11_2h-51m-44s,50402,202.704,1.01352,10068.716640625,10068.834101562501,-0.11743802021536975,0.00850653078407049,200
2019-08-11_3h-0m-6s,50602,201.984,1.0099200000000002,10069.944484374999,10070.060796875001,-0.11631267617479898,0.0084954052567482,200
2019-08-11_3h-8m-30s,50802,202.77599999999998,1.01388,10071.01617578125,10071.1046640625,-0.08849356429063482,0.008512575387954711,200
2019-08-11_3h-16m-59s,51002,201.588,1.00794,10072.106386718751,10072.19621875,-0.08987704777496401,0.008503376632928848,200
2019-08-11_3h-25m-25s,51202,203.00400000000002,1.01502,10073.1276015625,10073.20961328125,-0.0819755527767702,0.00843041629716754,200
2019-08-11_3h-33m-55s,51402,202.05599999999998,1.0102799999999998,10074.27428125,10074.38224609375,-0.10798480115676648,0.008447113934904337,200
2019-08-11_3h-42m-24s,51602,201.756,1.00878,10075.34066015625,10075.42403125,-0.08340678801841568,0.008451971411705016,200
2019-08-11_3h-50m-52s,51802,201.756,1.00878,10076.2541640625,10076.339015624999,-0.08488303783186711,0.008464999914169312,200
2019-08-11_3h-59m-19s,52002,201.48000000000002,1.0074,10077.233847656249,10077.364609375,-0.1307740259356797,0.008415270332247019,200
2019-08-11_4h-7m-46s,52202,201.93599999999998,1.00968,10078.19392578125,10078.273875,-0.07997437310719398,0.008437868304550648,200
2019-08-11_4h-16m-15s,52402,203.028,1.01514,10079.08215625,10079.18972265625,-0.10761573669292557,0.008403491374105215,200
2019-08-11_4h-24m-44s,52602,201.60000000000002,1.008,10079.997261718749,10080.089117187501,-0.09184909716609399,0.008404876206070184,200
2019-08-11_4h-33m-17s,52802,202.14,1.0107,10080.830640625001,10080.95787890625,-0.12725841947885055,0.00841824372112751,200
2019-08-11_4h-41m-48s,53002,201.38400000000001,1.00692,10081.71467578125,10081.800359375,-0.08563592951674945,0.008407954927533864,200
2019-08-11_4h-50m-21s,53202,202.92,1.0146,10082.47978515625,10082.55667578125,-0.07688859780709026,0.008460044648498297,200
2019-08-11_4h-58m-54s,53402,202.596,1.01298,10083.33362109375,10083.42434765625,-0.09075466639967636,0.008409437533468008,200
2019-08-11_5h-7m-22s,53602,202.08,1.0104,10084.160828125,10084.259765625,-0.09894055250193924,0.008449259880930185,200
2019-08-11_5h-15m-54s,53802,201.67200000000003,1.0083600000000001,10085.0181953125,10085.124437499999,-0.1062453812304884,0.008417852401733398,200
2019-08-11_5h-24m-27s,54002,203.448,1.0172400000000001,10085.82392578125,10085.90387890625,-0.07996326626231895,0.00837469508126378,200
2019-08-11_5h-33m-1s,54202,202.548,1.01274,10086.50363671875,10086.592476562499,-0.088870411134616,0.008352845128625632,200
2019-08-11_5h-41m-36s,54402,201.588,1.00794,10087.24044921875,10087.32100390625,-0.08054066214170598,0.008421049747616052,200
2019-08-11_5h-50m-8s,54602,201.744,1.00872,10087.978929687499,10088.064039062501,-0.08512564263038257,0.008419825181365014,200
2019-08-11_5h-58m-42s,54802,200.412,1.00206,10088.649203125,10088.72391015625,-0.07471808283985229,0.0083754738047719,200
2019-08-11_6h-7m-18s,55002,202.236,1.01118,10089.314734374999,10089.40425390625,-0.0895690430750401,0.008411997504532337,200
2019-08-11_6h-15m-57s,55202,201.61200000000002,1.0080600000000002,10089.8889609375,10089.96934375,-0.08045135573722655,0.00843978613615036,200
2019-08-11_6h-24m-30s,55402,201.288,1.00644,10090.33133203125,10090.388015625,-0.056713324899275906,0.008449210599064828,200
2019-08-11_6h-33m-3s,55602,201.3,1.0065,10090.8683203125,10090.954546875,-0.08627036716637668,0.008415881752967834,200
2019-08-11_6h-41m-34s,55802,202.284,1.01142,10091.37399609375,10091.4592734375,-0.08530080165941036,0.008384862210601567,200
2019-08-11_6h-50m-13s,56002,202.93200000000002,1.0146600000000001,10091.87663671875,10091.966945312499,-0.09033800944208634,0.008393264673650265,200
2019-08-11_6h-58m-49s,56202,201.072,1.00536,10092.23908984375,10092.3043359375,-0.06530095672585594,0.008351388778537512,200
2019-08-11_7h-7m-22s,56402,201.69600000000003,1.00848,10092.84584375,10092.922511718749,-0.07670698757294303,0.008422367293387651,200
2019-08-11_7h-15m-59s,56602,202.824,1.0141200000000001,10093.30993359375,10093.39303125,-0.08306027324787282,0.008412218600511551,200
2019-08-11_7h-24m-36s,56802,202.872,1.0143600000000002,10093.78665625,10093.85516796875,-0.06854539114132058,0.008418193630874158,200
2019-08-11_7h-33m-18s,57002,201.40800000000002,1.0070400000000002,10094.2407734375,10094.3460703125,-0.10531633850315121,0.008381304696202279,200
2019-08-11_7h-41m-55s,57202,202.11599999999999,1.01058,10094.765886718751,10094.85212109375,-0.0862719760822365,0.008392275843769312,200
2019-08-11_7h-50m-35s,57402,202.176,1.01088,10095.2085,10095.2807578125,-0.0722388070520392,0.00843275687098503,200
2019-08-11_7h-59m-12s,57602,201.108,1.00554,10095.61500390625,10095.6825390625,-0.06756220920707073,0.008408247150480747,200
2019-08-11_8h-7m-52s,57802,202.56,1.0128,10096.0651875,10096.14678515625,-0.08164855313108546,0.008444305665791036,200
2019-08-11_8h-16m-31s,58002,202.248,1.01124,10096.484265625,10096.56296875,-0.07874914577219169,0.008467360630631447,200
2019-08-11_8h-25m-11s,58202,202.03199999999998,1.01016,10096.840347656249,10096.91084375,-0.07049794126534834,0.008435592588037253,200
2019-08-11_8h-33m-49s,58402,202.02,1.0101,10097.237398437499,10097.3516953125,-0.11426507204837252,0.008424915783107282,200
2019-08-11_8h-42m-27s,58602,200.988,1.00494,10097.53818359375,10097.622464843751,-0.08424620897506248,0.00840066061913967,200
2019-08-11_8h-51m-10s,58802,202.95600000000002,1.01478,10097.84457421875,10097.93246484375,-0.087961938549357,0.008449703440070153,200
2019-08-11_8h-59m-54s,59002,201.516,1.00758,10098.18409375,10098.27553515625,-0.0914100993417669,0.008439950868487358,200
2019-08-11_9h-8m-34s,59202,204.50400000000002,1.02252,10098.590578125,10098.67984765625,-0.08925104032986565,0.0084016125947237,200
2019-08-11_9h-17m-20s,59402,200.65200000000002,1.00326,10098.82270703125,10098.86998828125,-0.04729678159112518,0.008379225231707097,200
2019-08-11_9h-26m-1s,59602,202.656,1.01328,10099.06177734375,10099.11719921875,-0.05544567367604395,0.008416106171905994,200
2019-08-11_9h-34m-47s,59802,201.82800000000003,1.0091400000000001,10099.280999999999,10099.3602265625,-0.07920546651573386,0.008376159414649009,200
2019-08-11_9h-43m-33s,60002,203.724,1.0186199999999999,10099.5266015625,10099.610558593751,-0.08386872432357631,0.008390780165791511,200
2019-08-11_9h-52m-20s,60202,203.256,1.01628,10099.8272109375,10099.91026953125,-0.08302931107408949,0.008390408184379338,200
2019-08-11_10h-1m-3s,60402,201.96,1.0098,10100.143078125,10100.22907421875,-0.08595480527856852,0.008440196089446544,200
2019-08-11_10h-9m-48s,60602,202.05599999999998,1.0102799999999998,10100.43727734375,10100.50149609375,-0.06422126783133716,0.008384997360408306,200
2019-08-11_10h-19m-59s,60802,201.6,1.008,10100.804316406251,10100.86506640625,-0.06073748897531186,0.008339643105864524,200
2019-08-11_10h-29m-4s,61002,202.392,1.01196,10100.980578125,10101.047066406249,-0.06653670581584446,0.008354830913245678,200
2019-08-11_10h-38m-5s,61202,202.152,1.0107599999999999,10101.296550781251,10101.38569140625,-0.0890911159509451,0.008436966806650162,200
2019-08-11_10h-47m-11s,61402,202.752,1.01376,10101.60962109375,10101.65949609375,-0.049897282054144856,0.008348427183926106,200
2019-08-11_10h-56m-18s,61602,201.216,1.00608,10101.783917968749,10101.87230078125,-0.08840720296220388,0.00841418556496501,200
2019-08-11_11h-5m-23s,61802,201.86400000000003,1.0093200000000002,10102.12480078125,10102.20535546875,-0.08064336919787456,0.008430601466447115,200
2019-08-11_11h-14m-29s,62002,203.352,1.01676,10102.49489453125,10102.57526171875,-0.08037939953124443,0.008399703819304705,200
2019-08-11_11h-23m-33s,62202,202.248,1.01124,10102.8012421875,10102.8812109375,-0.07997248135646805,0.008400285951793193,200
